,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score,died_young,cancer,heart,natur,pneumonia,stroke,traffic,continent,north_american,european,south_american,australian,asian,other,season
4383,84,1928,cancer ,October,2012,politician,Dimitris Beis,greek,3,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4384,57,1955,traffic collis ,October,2012,actor,Jaspal Bhatti,indian,21,1,0,0,0,0,0,1,asian,0,0,0,0,1,0,fall
4385,74,1938,cancer ,October,2012,footbal,John Connelly,english,6,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4386,81,1931,heart failur ,October,2012,cinematograph,Mac Ahlberg,swedish,3,0,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
4387,77,1935,heart attack ,October,2012,cuban,Eloy GutiÌ©rrez Menoyo,spanish,6,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
4388,51,1961,suicid ,October,2012,televis,Alan Kirschenbaum,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4389,31,1981,traffic collis ,October,2012,singer/rapp,Natina Reed,american,11,1,0,0,0,0,0,1,north_american,1,0,0,0,0,0,fall
4390,90,1922,haemorrhag ,October,2012,major,Alan Stretton,australian,20,0,0,0,0,0,0,0,australian,0,0,0,1,0,0,fall
4391,55,1957,lung cancer ,October,2012,footbal,Georges Van Straelen,french,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4392,83,1929,natur caus ,October,2012,episcop,Robert W. Castle,american,2,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4393,85,1927,cancer ,October,2012,roman,Eduardo Herrera Riera,venezuelan,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
4394,89,1923,pneumonia ,October,2012,politician,Rodney S. Quinn,american,5,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
4395,78,1934,heart attack ,October,2012,televis,Bob Brunner,american,3,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4396,92,1920,cancer ,October,2012,public,Jack Vaughn,american,49,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4397,71,1941,cancer ,October,2012,basketbal,Dan Tieman,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4398,73,1939,after long ill ,October,2012,linguist,Alexander Kibrik,russian,1,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4399,91,1921,pneumonia ,October,2012,politician,John H. Reed,american,6,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
4400,75,1937,cancer ,October,2012,roman,Faustino Sainz MuÌ±oz,spanish,10,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4401,28,1984,traffic collis ,November,2012,musician,Mitch Lucker,american,11,1,0,0,0,0,0,1,north_american,1,0,0,0,0,0,fall
4402,55,1957,bludgeon ,November,2012,basebal,Pascual PÌ©rez,dominican,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4403,90,1922,heart failur ,November,2012,journalist,Edwin Q. White,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4404,78,1934,prostat cancer and diabet ,November,2012,olymp,Milt Campbell,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4405,67,1945,kidney cancer ,November,2012,politician,David L. Cornwell,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4406,86,1926,natur caus ,November,2012,judg,John C. Tyson,american,1,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4407,87,1925,cancer ,November,2012,american,Roger Wood,belgian,4,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4408,55,1957,traffic collis ,November,2012,politician,Kinjarapu Yerran Naidu,indian,2,1,0,0,0,0,0,1,asian,0,0,0,0,1,0,fall
4409,89,1923,asthma ,November,2012,politician,Kailashpati Mishra,indian,12,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4410,103,1909,stroke ,November,2012,public,James R. Dumpson,american,11,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
4411,74,1938,polyneur melaminosa and hcv ,November,2012,singer,Leonardo Favio,argentin,4,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
4412,75,1937,cancer ,November,2012,politician,Bob Kaplan,canadian,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4413,67,1945,liver cancer ,November,2012,roman,Aloysius Balina,tanzanian,1,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
4414,92,1920,complic follow oper ,November,2012,actor,Clive Dunn,british,17,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
4415,68,1944,appar heart attack ,November,2012,judg,Theodore T. Jones,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4416,98,1914,heart ailment ,November,2012,orthodox,Maxim of Bulgaria,bulgarian,2,0,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
4417,26,1986,common cold ,November,2012,bonobo,Panbanisha,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4418,82,1930,complic of prostat cancer ,November,2012,journalist,Frank J. Prial,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4419,92,1920,multipl organ failur ,November,2012,orthodox,Damaskinos Roumeliotis,greek,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
4420,71,1941,parkinson' diseas ,November,2012,musician,Richard Robbins,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4421,88,1924,alzheimer' diseas ,November,2012,footbal,Darrell Royal,american,15,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4422,96,1916,natur caus ,November,2012,voic,Lucille Bliss,american,10,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4423,74,1938,prostat cancer ,November,2012,footbal,Bobby Gilfillan,scottish,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4424,76,1936,cancer ,November,2012,actor,Roger Hammond,british,4,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4425,95,1917,natur caus ,November,2012,basebal,Lee MacPhail,american,12,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4426,80,1932,complic from a stroke ,November,2012,lawyer,Milan €Îi€,slovak,3,0,0,0,0,0,1,0,other,0,0,0,0,0,1,fall
4427,83,1929,complic from a stroke ,November,2012,actor,Iurie Darie,romanian,6,0,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
4428,65,1947,heart and lung failur ,November,2012,r&b,Major Harris,american,5,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4429,75,1937,heart attack ,November,2012,actress,Bobbi Jordan,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4430,61,1951,cancer ,November,2012,actress,Will van Kralingen,dutch,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4431,71,1941,heart attack ,November,2012,actor,Bill Tarmey,british,20,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
4432,67,1945,lung diseas ,November,2012,politician,Iqbal Haider,pakistani,3,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4433,65,1947,multipl organ failur ,November,2012,politician,Tarachand Sahu,indian,1,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4434,80,1932,heart attack ,November,2012,politician,Hal Ziegler,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4435,71,1941,Mr ,November,2012,american,Sergio Oliva,cuban,12,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4436,83,1929,pneumonia ,November,2012,photograph,Walt Zeboski,american,2,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
4437,74,1938,cancer ,November,2012,basketbal,Murray Arnold,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4438,46,1966,cancer ,November,2012,footbal,Manuel PeÌ±a Escontrela,spanish,6,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4439,37,1975,leukemia ,November,2012,footbal,Alexandro Alves do Nascimento,brazilian,4,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
4440,52,1960,airstrik ,November,2012,militari,Ahmed Jabari,palestinian,48,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4441,84,1928,complic follow surgeri ,November,2012,roman,LuÌ_z EugÌ»nio PÌ©rez,brazilian,2,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
4442,58,1954,cardiac arrest ,November,2012,footbal,ThÌ©ophile Abega,cameroonian,5,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4443,36,1976,beat and stab ,November,2012,politician,MarÌ_a Santos Gorrostieta Salazar,mexican,35,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4444,29,1983,cardiac arrest ,November,2012,rugbi,Maleli Kunavore,fijian,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4445,81,1931,heart attack ,November,2012,politician,K. C. Pant,indian,4,0,0,1,0,0,0,0,asian,0,0,0,0,1,0,fall
4446,71,1941,parkinson' diseas and liver tumor ,November,2012,brazilian,JosÌ© Song Sui-Wan,chines,2,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4447,72,1940,complic from a heart attack ,November,2012,jazz,Frode ThingnÌ_s,norwegian,6,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
4448,95,1917,member ,November,2012,politician,Alby Broadby,australian,2,0,0,0,0,0,0,0,australian,0,0,0,1,0,0,fall
4449,66,1946,complic from a stroke ,November,2012,politician,Aliu Mahama,ghanaian,12,1,0,0,0,0,1,0,other,0,0,0,0,0,1,fall
4450,89,1923,ovarian cancer ,November,2012,first,Helen Milliken,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4451,68,1944,throat cancer ,November,2012,actress,Bonnie Lynn Fields,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4452,85,1927,pneumonia ,November,2012,businesswoman,Phoebe Hearst Cooke,american,3,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
4453,79,1933,cancer ,November,2012,beauti,Neva Jane Langley,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4454,73,1939,munich air disast survivor ,November,2012,footbal,Kenny Morgans,welsh,5,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4455,71,1941,cancer ,November,2012,televis,John Hefin,welsh,6,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
4456,82,1930,lymphoma ,November,2012,politician,Warren Rudman,american,16,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4457,87,1925,lymphoma ,November,2012,politician,George D. Weber,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4458,92,1920,intern bleed ,November,2012,roman,Pedro Bantigue y Natividad,filipino,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4459,60,1952,appar heart attack ,November,2012,publish,David C. Copley,american,20,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4460,68,1944,cancer ,November,2012,politician,David O'Brien Martin,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4461,89,1923,natur caus ,November,2012,film,Dann Cahn,american,9,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4462,62,1950,pancreat neuroendocrin tumor ,November,2012,canadian,Nick Discepola,italian,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
4463,81,1931,pancreat cancer ,November,2012,televis,Mr. Food,american,7,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4464,90,1922,alzheimer' diseas ,November,2012,jewish,Vladka Meed,polish,14,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
4465,59,1953,leukemia ,November,2012,actress,Deborah Raffin,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4466,69,1943,uremia ,November,2012,footbal,Wang Houjun,chines,3,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4467,79,1933,stomach cancer ,November,2012,african-born,Bryce Courtenay,south,14,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
4468,78,1934,pneumonia ,November,2012,basebal,Ken Rowe,american,1,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
4469,97,1915,heart failur ,November,2012,design,Mel Shaw,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4470,94,1918,first badaga woman to graduat from colleg ,November,2012,politician,Akkamma Devi,indian,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4471,89,1923,cerebr hemorrhag ,November,2012,basebal,Chuck Diering,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4472,81,1931,complic from throat cancer ,November,2012,actor,Larry Hagman,american,49,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4473,87,1925,cancer ,November,2012,canadian,John Kemeny,hungarian,3,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4474,68,1944,complic from lung cancer ,November,2012,olymp,Nelson PrudÌ»ncio,brazilian,4,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
4475,86,1926,chest ailment ,November,2012,newspap,Ardeshir Cowasjee,pakistani,8,0,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4476,77,1935,cancer ,November,2012,psychiatrist,Frank Pittman,american,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4477,70,1942,cancer ,November,2012,music,Chris Stamp,british,29,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
4478,75,1937,complic of a stroke and diabet ,November,2012,singer,Earl Carroll,american,3,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
4479,73,1939,heart attack ,November,2012,politician,Lary J. Swoboda,american,4,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4480,79,1933,heart diseas ,November,2012,footbal,Jim Temp,american,4,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4481,93,1919,hemorrhag stroke ,November,2012,doctor,Joseph Murray,american,11,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
4482,80,1932,cancer ,November,2012,broadway,Martin Richards,american,5,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4483,87,1925,heart and kidney failur ,November,2012,guitarist,Mickey Baker,american,11,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
4484,58,1954,heart attack ,November,2012,media,Ìärik Izraelewicz,french,15,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
4485,95,1917,liver cancer ,November,2012,union,Marvin Miller,american,37,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4486,64,1948,brain cancer ,November,2012,politician,Bennie Turner,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4487,68,1944,cancer ,November,2012,footbal,JosÌ© Maria FidÌ©lis dos Santos,brazilian,1,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
4488,82,1930,first michigan senat to be recal ,November,2012,politician,Philip Mastin,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4489,51,1961,cancer ,November,2012,film,Don Rhymer,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4490,74,1938,natur caus ,November,2012,actress,Susan Luckey,american,7,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
4491,90,1922,steel execut and philanthropist ,November,2012,footbal,Merv Pregulman,american,29,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4492,65,1947,cancer ,November,2012,politician,Joyce Spiliotis,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4493,82,1930,chronic pulmonari diseas ,November,2012,actor,Benjamin Tatar,american,4,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4494,74,1938,complic of kidney diseas ,November,2012,american,Rogelio Ìlvarez,cuban,17,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
4495,85,1927,cancer ,November,2012,first,Jamelle Folsom,american,6,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
4496,92,1920,multipl organ failur ,November,2012,politician,I. K. Gujral,indian,49,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
4497,25,1987,suicid by gunshot ,December,2012,footbal,Jovan Belcher,american,57,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4498,81,1931,leukaemia ,December,2012,african,Arthur Chaskalson,south,10,0,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4499,27,1985,complic of a heart defect ,December,2012,footbal,Mitchell Cole,english,104,1,0,1,0,0,0,0,european,0,1,0,0,0,0,winter
4500,64,1948,heart failur ,December,2012,colleg,Rick Majerus,american,24,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4501,62,1950,natur caus ,December,2012,televis,Reinhold Weege,american,4,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
4502,79,1933,multipl organ failur ,December,2012,publish,James R. Whelan,american,12,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4503,62,1950,poem syndrom ,December,2012,politician,Michael A. Gorman,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4504,86,1926,long ill ,December,2012,sociologist,Ehsan Naraghi,iranian,2,0,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4505,60,1952,cancer ,December,2012,visual,Eileen Moran,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4506,46,1966,cancer ,December,2012,paralymp,Janet Shaw,australian,9,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,winter
4507,66,1946,cardiac arrest ,December,2012,footbal,Grady Allen,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4508,90,1922,stroke ,December,2012,olymp,Miroslav Kluc,czech,1,0,0,0,0,0,1,0,other,0,0,0,0,0,1,winter
4509,63,1949,edema ,December,2012,footbal,Larry Lawrence,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4510,64,1948,cancer ,December,2012,footbal,John Ward,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4511,91,1921,heart failur ,December,2012,jazz,Dave Brubeck,american,59,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4512,92,1920,stroke ,December,2012,orthodox,Ignatius IV of Antioch,syrian,7,0,0,0,0,0,1,0,other,0,0,0,0,0,1,winter
4513,35,1977,traffic collis ,December,2012,olymp,Yves NiarÌ©,french,3,1,0,0,0,0,0,1,european,0,1,0,0,0,0,winter
4514,51,1961,heart attack ,December,2012,guinean,Miguel Abia Biteo BoricÌ_,equatori,5,1,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
4515,89,1923,cancer ,December,2012,musician,Ed Cassidy,american,6,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4516,57,1955,complic dure surgeri ,December,2012,diplomat,Karine Kazinian,armenian,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4517,61,1951,throat cancer ,December,2012,guitarist,Huw Lloyd-Langton,british,3,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
4518,49,1963,heart attack ,December,2012,diplomat,Pedro Vaz,uruguayan,3,1,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
4519,49,1963,colon cancer ,December,2012,anim,Rusty Mills,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4520,70,1942,heart attack ,December,2012,diplomat,Shyam Lal Tabdar,nepali,1,1,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
4521,25,1987,traffic collis ,December,2012,footbal,Jerry Brown,american,6,1,0,0,0,0,0,1,north_american,1,0,0,0,0,0,winter
4522,57,1955,traffic collis ,December,2012,roman,Ambrose Madtha,indian,8,1,0,0,0,0,0,1,asian,0,0,0,0,1,0,winter
4523,89,1923,infect ,December,2012,astronom,Sir Patrick Moore,british,123,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
4524,77,1935,cancer ,December,2012,olymp,AndrÌ© Nelis,belgian,4,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
4525,48,1964,heart attack ,December,2012,radio,Mike Triay,american,1,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4526,81,1931,heart and kidney diseas ,December,2012,politician,Iajuddin Ahmed,bangladeshi,23,0,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
4527,82,1930,complic of blood clot ,December,2012,televis,Paul Rauch,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4528,91,1921,alzheimer' diseas ,December,2012,businessman,Erwin Tomash,american,10,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4529,84,1928,liver cancer ,December,2012,roman,Walter Francis Sullivan,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4530,56,1956,breast cancer ,December,2012,golfer,Colleen Walker,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4531,82,1930,cancer ,December,2012,radio,Ray Briem,american,2,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4532,75,1937,leukemia ,December,2012,music,Gil Friesen,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4533,74,1938,complic from pneumonia ,December,2012,actress,Natalya Kustinskaya,russian,3,1,0,0,0,1,0,0,asian,0,0,0,0,1,0,winter
4534,62,1950,pancreat cancer ,December,2012,politician,Edward Jones,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4535,88,1924,complic of a stroke ,December,2012,televis,Kenneth Kendall,british,9,0,0,0,0,0,1,0,european,0,1,0,0,0,0,winter
4536,69,1943,heart failur ,December,2012,olymp,Klaus KÌ¦ste,german,2,1,0,1,0,0,0,0,european,0,1,0,0,0,0,winter
4537,79,1933,alzheimer' diseas ,December,2012,politician,Hazel McIsaac,canadian,4,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4538,60,1952,helicopt crash ,December,2012,gener,Owoye Andrew Azazi,nigerian,17,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4539,72,1940,cancer ,December,2012,bureaucrat,C. Louis Kincannon,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4540,78,1934,cancer ,December,2012,polic,Ralph Pampena,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4541,64,1948,helicopt crash ,December,2012,politician,Patrick Ibrahim Yakowa,nigerian,16,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4542,29,1983,traffic collis ,December,2012,olymp,IÌ±aki Lejarreta,spanish,6,1,0,0,0,0,0,1,european,0,1,0,0,0,0,winter
4543,88,1924,respiratori failur ,December,2012,politician,Daniel Inouye,american,53,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4544,45,1967,stroke ,December,2012,olymp,Arnaldo Mesa,cuban,1,1,0,0,0,0,1,0,other,0,0,0,0,0,1,winter
4545,55,1957,injuri from a traffic collis ,December,2012,basebal,Frank Pastore,american,12,1,0,0,0,0,0,1,north_american,1,0,0,0,0,0,winter
4546,82,1930,natur caus ,December,2012,magazin,Midge Richardson,american,3,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
4547,7,2005,heart diseas ,December,2012,canin,Koko,australian,7,1,0,1,0,0,0,0,australian,0,0,0,1,0,0,winter
4548,77,1935,lung cancer ,December,2012,politician,Ben LujÌÁn,american,6,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4549,71,1941,liver cancer ,December,2012,educ,Frank Macchiarola,american,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4550,71,1941,brain cancer ,December,2012,politician,Bessie Moody-Lawrence,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4551,83,1929,cancer ,December,2012,gospel,Inez Andrews,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4552,68,1944,cancer ,December,2012,gener,Amnon Lipkin-Shahak,isra,8,1,1,0,0,0,0,0,other,0,0,0,0,0,1,winter
4553,79,1933,after long ill ,December,2012,footbal,Larry Morris,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4554,73,1939,lung cancer ,December,2012,manga,Keiji Nakazawa,japanes,4,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,winter
4555,85,1927,cirrhosi ,December,2012,olymp,Leslie Claudius,indian,8,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,winter
4556,83,1929,emphysema ,December,2012,writer,Larry L. King,american,6,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4557,75,1937,breast cancer ,December,2012,actress,Thelma Reston,brazilian,2,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,winter
4558,70,1942,natur caus ,December,2012,bass,Lee Dorman,american,2,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
4559,56,1956,suicid ,December,2012,politician,Shane McEntee,irish,10,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
4560,36,1976,suicid by gunshot ,December,2012,basebal,Ryan Freel,american,15,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4561,67,1945,heart attack ,December,2012,politician,Bill McBride,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4562,75,1937,pancreat cancer ,December,2012,actor,Cliff Osmond,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4563,64,1948,cancer ,December,2012,politician,Judy Nerat,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4564,47,1965,heart attack ,December,2012,heavi,Mike Scaccia,american,6,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4565,69,1943,cardiac arrest ,December,2012,rican,Pedro Toledo,puerto,7,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4566,76,1936,cardiac arrest ,December,2012,singer,Ray Collins,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4567,89,1923,natur caus ,December,2012,actor,Charles Durning,american,21,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
4568,89,1923,suprem court ,December,2012,judg,Carolina GriÌ±o-Aquino,filipino,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,winter
4569,82,1930,dementia ,December,2012,anim,Lee Hartman,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4570,90,1922,prostat cancer ,December,2012,actor,Jack Klugman,american,31,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4571,72,1940,pneumonia ,December,2012,politician,Erico Aumentado,filipino,8,1,0,0,0,1,0,0,asian,0,0,0,0,1,0,winter
4572,92,1920,cancer ,December,2012,roman,Edward Hughes,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4573,77,1935,leukemia ,December,2012,footbal,Joe Krivak,american,18,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4574,53,1959,heart attack ,December,2012,royal,Turki bin Sultan,saudi,22,1,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
4575,83,1929,alzheimer' diseas ,December,2012,produc,Gerry Anderson,british,35,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
4576,72,1940,complic from a heart attack ,December,2012,singer,Fontella Bass,american,11,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
4577,80,1932,amyotroph later sclerosi ,December,2012,produc,Irving Saraf,polish,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
4578,80,1932,sepsi ,December,2012,olymp,Jorma Kortelainen,finnish,2,0,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
4579,83,1929,stroke ,December,2012,american,Edgar May,swiss,15,0,0,0,0,0,1,0,other,0,0,0,0,0,1,winter
