,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score,died_young,cancer,heart,natur,pneumonia,stroke,traffic,continent,north_american,european,south_american,australian,asian,other,season
0,85,1921,natur caus ,January,2006,businessman,Frank Cary,american,1,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
1,49,1957,murder ,January,2006,musician,Bryan Harvey,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
2,64,1942,alzheimer' diseas ,January,2006,basebal,Paul Lindblad,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
3,86,1920,alzheimer' diseas ,January,2006,politician,Charles O. Porter,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
4,31,1975,probabl pulmonari embol ,January,2006,footbal,GÌÁbor Zavadszky,hungarian,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
5,31,1975,from injuri sustain in a bike accid ,January,2006,footbal,JosÌ© Luis SÌÁnchez,argentin,4,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,winter
6,85,1921,heart failur ,January,2006,actress,Shelley Winters,american,10,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
7,90,1916,doctor to josip broz tito ,January,2006,physician,Stjepan Steiner,croatian,8,0,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
8,41,1965,complic from a long ill ,January,2006,mlb,Carlos (CafÌ©) MartÌ_nez,former,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
9,38,1968,complic from drug abus ,January,2006,punk,Jason Sears,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
10,82,1924,and radio host ,February,2006,actor,Al Lewis,american,15,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
11,76,1930,murder ,February,2006,TV,Alan Shalleck,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
12,81,1925,complic from aspir pneumonia and lung cancer ,February,2006,actor,Don Knotts,american,16,0,1,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
13,81,1925,complic from cancer ,February,2006,actor,Dennis Weaver,american,15,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
14,83,1923,natur caus ,February,2006,actor,Darren McGavin,american,13,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
15,83,1923,prostat cancer ,March,2006,politician,Richard Vander Veen,american,4,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
16,45,1961,stroke complic ,March,2006,basebal,Kirby Puckett,american,36,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,spring
17,93,1913,cancer ,March,2006,photograph,Gordon Parks,american,62,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
18,80,1926,chronic obstruct pulmonari diseas ,March,2006,actress,Maureen Stapleton,american,12,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
19,63,1943,plane crash ,March,2006,game,Peter Tomarken,american,7,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
20,87,1919,heart failur ,March,2006,prime,Georgios Rallis,former,11,0,0,1,0,0,0,0,other,0,0,0,0,0,1,spring
21,86,1920,cancer ,March,2006,of,K. Leroy Irvis,speaker,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
22,80,1926,and world war II veteran ,March,2006,actor,Britt Lomond,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
23,87,1919, ,March,2006,country-western,Cindy Walker,american,17,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
24,76,1930,heart attack ,March,2006,countri,Buck Owens,american,30,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
25,78,1928, ,March,2006,four,Bansi Lal,haryana',1,0,0,0,0,0,0,0,other,0,0,0,0,0,1,spring
26,93,1913,nation champion ,April,2006,cyclist,Hermann Schild,german,2,0,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
27,81,1925,complic from brain haemorrhag ,April,2006,film,Vilgot SjÌ¦man,swedish,7,0,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
28,40,1966, ,April,2006,nobl,Lord Eliot (Jago Eliot),english,11,1,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
29,91,1915,one of the largest hassid jewish group in the world ,April,2006,hasid,Grand Rabbi Moshe Teitelbaum (Satmar),hungarian,14,0,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
30,89,1917,stroke ,April,2006,canadian,Jane Jacobs,american,110,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,spring
31,97,1909,natur caus ,April,2006,economist,John Kenneth Galbraith,american,84,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,spring
32,48,1958,canadian broadcast corpor ,May,2006,televis,Lorne Saxberg,canadian,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
33,62,1944,heart attack ,May,2006,televis,Richard Carleton,australian,12,1,0,1,0,0,0,0,australian,0,0,0,1,0,0,spring
34,68,1938,pancreat cancer ,May,2006,voic,Machiko Soga,japanes,1,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,spring
35,87,1919,pneumonia ,May,2006,footbal,John Kimbrough,american,1,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,spring
36,85,1921,stroke ,May,2006,actor,Frankie Thomas,american,4,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,spring
37,49,1957,suspect heart attack ,May,2006,former,Dan Ross,american,7,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
38,91,1915,prostat cancer ,May,2006,academi,Henry Bumstead,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
39,64,1942,engin for digit equip ,May,2006,earli,Alan Kotok,american,47,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
40,84,1922,cancer ,May,2006,tenni,Ted Schroeder,american,4,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
41,67,1939,mesothelioma ,May,2006,actor,Paul Gleason,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
42,79,1927,liver cancer ,May,2006,film,Shohei Imamura,japanes,8,0,1,0,0,0,0,0,asian,0,0,0,0,1,0,spring
43,59,1947,malign hypertens lead to kidney failur ,June,2006,musician,Billy Preston,american,22,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
44,95,1911,brother of otto preming ,June,2006,american,Ingo Preminger,austrian,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
45,42,1964,bladder cancer ,June,2006,profession,John Tenta (aka Earthquake),canadian,28,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
46,86,1920,emphysema and heart diseas ,June,2006,charact,Arthur Franz,american,3,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
47,99,1907,natur caus ,June,2006,film,Vincent Sherman,american,7,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
48,83,1923,complic of stroke ,June,2006,televis,Aaron Spelling,american,23,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
49,90,1916,000 french resist fighter ,July,2006,special,Francis Cammaerts,british,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
50,55,1951,suicid by gunshot ,July,2006,actor,Benjamin Hendrickson,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
51,32,1974,suicid ,July,2006,film,Juan Pablo Rebella,uruguayan,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
52,80,1926,stroke ,July,2006,actress,Kasey Rogers,american,8,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
53,79,1927,cancer ,July,2006,politician,Elias Hrawi,lebanes,18,0,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
54,93,1913,die in hi sleep ,July,2006,politician,Frank P. Zeidler,american,18,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
55,89,1917,stroke ,July,2006,actor,Kurt Kreuger,swiss,2,0,0,0,0,0,1,0,other,0,0,0,0,0,1,summer
56,85,1921,heart and kidney failur ,July,2006,actor,Jack Warden,american,10,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
57,83,1923,sculptor and writer ,July,2006,painter,Ugo Attardi,italian,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
58,77,1929,lord mayor of dublin ,July,2006,politician,Paddy Dunne,irish,5,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
59,73,1933,prostat cancer ,July,2006,longtim,Thomas J. Manton,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
60,87,1919,hydrocephalu ,July,2006,academ,Harold Enarson,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
61,75,1931,cancer ,August,2006,politician,Holger BÌ¦rner,german,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
62,64,1942,cancer ,August,2006,filmmak,Daniel Schmid,swiss,3,1,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
63,90,1916,stroke ,August,2006,nation,Al Hostak,american,1,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
64,31,1975,suicid ,August,2006,lead,Jon NÌ¦dtveidt,swedish,7,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
65,49,1957,amyotroph later sclerosi ,August,2006,boxer,Payao Poontarat,thai,3,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
66,57,1949,complic from leukemia ,August,2006,charact,Bruno Kirby,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
67,93,1913,complic from hernia surgeri ,August,2006,presid,Alfredo Stroessner,paraguayan,32,0,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
68,82,1924,discov caus of sickl cell anemia ,August,2006,american,Vernon Ingram,german,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
69,94,1912,natur caus ,August,2006,pulitz,Joe Rosenthal,american,12,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
70,75,1931,heart attack ,August,2006,labor,Neil Trezise,australian,6,1,0,1,0,0,0,0,australian,0,0,0,1,0,0,summer
71,56,1950,heart attack ,August,2006,news,Jay Young,american,1,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
72,84,1922,co-creat of the outer limit ,August,2006,screenwrit,Joseph Stefano,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
73,82,1924,chairman of the cdu ,August,2006,presid,Rainer Barzel,german,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
74,37,1969,complic of diabet coma ,August,2006,guitarist,Jesse Pintado,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
75,80,1926,heart failur ,August,2006,actress,Mary Lee Robb Cline,american,1,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
76,87,1919,pneumonia ,August,2006,governor,William F. Quinn,american,10,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
77,77,1929,parkinson' diseas ,September,2006,comedian,Charlie Williams,british,11,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
78,38,1968,suicid ,September,2006,writer,RÌ©my Belvaux,belgian,7,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
79,44,1962,stingray barb to the chest ,September,2006,naturalist,Steve Irwin,australian,113,1,0,0,0,0,0,0,australian,0,0,0,1,0,0,fall
80,26,1980,suicid by hang ,September,2006,african,Moses Khumalo,south,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
81,66,1940,cancer ,September,2006,televis,Anne Gregg,british,5,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
82,76,1930,presid of the chichest festiv theatr ,September,2006,politician,Sir Michael Marshall,british,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
83,71,1935,pulmonari fibrosi ,September,2006,governor,Thomas Lee Judge,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
84,80,1926,stroke ,September,2006,colleg,Erk Russell,american,2,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
85,79,1927,cancer ,September,2006,screenwrit,GÌ©rard Brach,french,1,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
86,84,1922,complic from alzheimer' diseas ,September,2006,repres,Clair Burgener,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
87,27,1979,arvc ,September,2006,footbal,Matt Gadsby,british,9,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
88,76,1930,heart failur ,September,2006,actor,Pat Corley,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
89,25,1981,suicid by gunshot ,September,2006,school,Kimveer Gill,canadian,13,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
90,73,1933,esophag cancer ,September,2006,governor,Ann Richards,american,32,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
91,91,1915,pancreat cancer ,September,2006,televis,Terry O'Sullivan,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
92,19,1987,plane crash ,September,2006,actor,Pablo Santos,mexican,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
93,83,1923,heart attack ,September,2006,minist,Sten Andersson,swedish,2,0,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
94,77,1929,pneumonia ,September,2006,saxophonist,Danny Flores,american,6,1,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
95,47,1959,cancer ,September,2006,rule,Terry Smith,australian,2,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,fall
96,60,1946,heart attack ,September,2006,bassist,Boz Burrell,british,22,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
97,84,1922,chest infect ,September,2006,academi,Sir Malcolm Arnold,british,8,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
98,88,1918,cancer ,September,2006,deputi,Sir Charles Cutler,australian,4,0,1,0,0,0,0,0,australian,0,0,0,1,0,0,fall
99,86,1920,heart failur and pneumonia ,September,2006,republican,Joel Broyhill,american,4,0,0,1,0,1,0,0,north_american,1,0,0,0,0,0,fall
100,56,1950,heart attack ,September,2006,actor,Patrick Quinn,american,2,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
101,86,1920,emphysema ,September,2006,radio,Ralph Story,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
102,30,1976,heart failur ,September,2006,singer,Jan Werner Danielsen,norwegian,3,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
103,73,1933,leukemia ,September,2006,oil,Adolf H. Lundin,swedish,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
104,79,1927,melanoma ,September,2006,writer,AndrÌÁs SÌ_tÔ,romanian,4,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
105,82,1924,second wife of presid fulgencio batista ,October,2006,first,Marta Fernandez Miranda de Batista,cuban,2,0,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
106,68,1938,car accid ,October,2006,republican,Helen Chenoweth-Hage,american,17,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
107,59,1947,complic from pneumonia and multipl sclerosi ,October,2006,actress,Tamara Dobson,american,5,1,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
108,80,1926,writer and film director ,October,2006,actor,Riccardo Pazzaglia,italian,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
109,78,1928,cousin of huey long ,October,2006,democrat,Speedy O. Long,american,10,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
110,75,1931,silver medalist in the 200m at the 1952 olymp ,October,2006,athlet,Bertha Brouwer,dutch,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
111,25,1981,car accid ,October,2006,news,Danifel Campilan,filipino,7,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
112,75,1931,stroke ,October,2006,transsexu,Coccinelle,french,6,1,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
113,60,1946,compos and lyricist ,October,2006,singer,Marek Grechuta,polish,22,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
114,68,1938,prostat cancer ,October,2006,emmy-win,Jerry Belson,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
115,34,1972,victim of the 2006 new york citi plane crash ,October,2006,basebal,Cory Lidle,american,16,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
116,86,1920,heart failur ,October,2006,film,Gillo Pontecorvo,italian,5,0,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
117,69,1937,lung cancer ,October,2006,singer,Freddy Fender,american,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
118,69,1937,pulmonari embol ,October,2006,first,Gerry Studds,american,12,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
119,69,1937,lung cancer ,October,2006,politician,Niall Andrews,irish,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
120,70,1936,complic from heart surgeri ,October,2006,presid,ValentÌ_n Paniagua,peruvian,3,1,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
121,90,1916,natur caus ,October,2006,athlet,Trebisonda Valla,italian,5,0,0,0,1,0,0,0,european,0,1,0,0,0,0,fall
122,48,1958,metastat breast cancer ,October,2006,graphic,Miriam Engelberg,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
123,87,1919,stroke ,October,2006,presid,Marc Hodler,swiss,3,0,0,0,0,0,1,0,other,0,0,0,0,0,1,fall
124,79,1927,post cerebr aneurysm ,October,2006,actress,Phyllis Kirk,american,8,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
125,96,1910,natur caus ,October,2006,actress,Jane Wyatt,american,13,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
126,77,1929,pulmonari fibrosi ,October,2006,film,Daryl Duke,canadian,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
127,47,1959,lung cancer ,October,2006,drummer,Sandy West,american,9,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
128,84,1922,alzheimer' diseas ,October,2006,toni,Arthur Hill,canadian,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
129,77,1929,cancer of the jaw ,October,2006,clergyman,Michael Mayne,british,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
130,69,1937,parkinson' diseas ,October,2006,singer,Bruno Lauzi,italian,4,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
131,91,1915,pneumonia ,October,2006,author,Kojima Nobuo,japanes,1,0,0,0,0,1,0,0,asian,0,0,0,0,1,0,fall
132,85,1921,heart attack ,October,2006,writer,Theodore Taylor,american,1,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
133,91,1915,pneumonia ,October,2006,civil,Ghulam Ishaq Khan,pakistani,25,0,0,0,0,1,0,0,other,0,0,0,0,0,1,fall
134,89,1917,heart attack ,October,2006,coach,Red Auerbach,american,15,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
135,60,1946,pulmonari embol ,October,2006,actress,Tina Aumont,french,4,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
136,84,1922,stroke ,October,2006,scriptwrit,Nigel Kneale,british,99,0,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
137,58,1948,bladder cancer ,October,2006,bass,Ian Rilen,australian,18,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,fall
138,90,1916,heart attack ,October,2006,african,P. W. Botha,south,24,0,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
139,82,1924,stroke ,November,2006,actress,Bettye Ackerman,american,5,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
140,36,1970,overdos ,November,2006,guitarist,Jason DiEmilio,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
141,40,1966,murder by strangul ,November,2006,actress,Adrienne Shelly,american,40,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
142,81,1925,pneumonia ,November,2006,writer,William Styron,american,21,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
143,69,1937,drown ,November,2006,presid,Rafael Donato,filipino,1,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
144,82,1924,cancer ,November,2006,iranian,Fereydoun Hoveyda,syrian,5,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
145,68,1938,infect after heart surgeri ,November,2006,footbal,Alberto Spencer,ecuadorian,4,1,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
146,63,1943,lung cancer ,November,2006,justic,Chen Ding-nan,taiwanes,2,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
147,74,1932,ill ,November,2006,former,Bobby Shearer,scottish,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
148,85,1921,complic from alzheimer' diseas ,November,2006,democrat,J. T. Rutherford,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
149,22,1984,shot ,November,2006,footbal,Bryan Pata,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
150,80,1926,lymphoma ,November,2006,cricket,Polly Umrigar,indian,24,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
151,61,1945,cancer ,November,2006,film,Basil Poledouris,american,10,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
152,93,1913,respiratori arrest ,November,2006,1930,Marian Marsh,american,4,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
153,74,1932,complic follow heart surgeri ,November,2006,actress,Diana Coupland,british,5,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
154,87,1919,natur caus ,November,2006,academi,Jack Palance,american,25,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
155,32,1974,metastat breast cancer ,November,2006,actress,Belinda Emmett,australian,12,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,fall
156,90,1916,cancer ,November,2006,author,George G. Blackburn,canadian,2,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
157,68,1938,cancer ,November,2006,cinematograph,Gary Graver,american,6,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
158,77,1929,heart problem ,November,2006,univers,Bo Schembechler,american,25,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
159,70,1936,cancer ,November,2006,politician,Ramez Tebet,brazilian,4,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
160,77,1929,complic from diabet ,November,2006,journalist,Smith Hempstone,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
161,80,1926,esophag cancer ,November,2006,actor,Jeremy Slate,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
162,81,1925,complic from leukemia ,November,2006,film,Robert Altman,american,62,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
163,76,1930,cancer ,November,2006,actor,Philippe Noiret,french,3,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
164,72,1934,cardiac arrest ,November,2006,jazz,Walter Booker,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
165,81,1925,aortic aneurysm ,November,2006,author,William Diehl,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
166,93,1913,heart attack ,November,2006,actress,Thelma Scott,australian,2,0,0,1,0,0,0,0,australian,0,0,0,1,0,0,fall
167,59,1947,plane crash ,November,2006,toyota,David Hermance,american,7,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
168,63,1943,complic from diabet ,November,2006,comic,Dave Cockrum,american,22,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
169,73,1933,natur caus ,November,2006,televis,RaÌ¼l Velasco,mexican,6,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
170,56,1950,brain cancer ,November,2006,author,Bebe Moore Campbell,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
171,69,1937,stomach cancer ,November,2006,televis,Akio Jissoji,japanes,1,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,fall
172,70,1936,cancer ,November,2006,film,Perry Henzell,jamaican,6,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
173,58,1948,metastat eye cancer ,December,2006,actress,Claude Jade,french,8,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
174,59,1947,cancer ,December,2006,singer,Mariska Veres,dutch,5,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
175,29,1977,brain cancer ,December,2006,singer,Logan Whitehurst,american,16,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
176,44,1962,appar suicid ,December,2006,actor,Michael Gilden,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
177,70,1936,heart attack ,December,2006,prime,Han Ahmedow,turkmen,1,1,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
178,44,1962,stroke ,December,2006,musician,Darren Brown,british,2,1,0,0,0,0,1,0,european,0,1,0,0,0,0,winter
179,92,1914,natur caus ,December,2006,actress,Mavis Pugh,british,4,0,0,0,1,0,0,0,european,0,1,0,0,0,0,winter
180,81,1925,cancer ,December,2006,prime,Lyuben Berov,bulgarian,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,winter
181,80,1926,heart failur ,December,2006,unit,Jeane Kirkpatrick,american,36,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
182,81,1925,natur caus ,December,2006,head,Sir Colin Figures,british,3,0,0,0,1,0,0,0,european,0,1,0,0,0,0,winter
183,47,1959,car accid ,December,2006,basebal,JosÌ© Uribe,dominican,5,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
184,87,1919,leukemia ,December,2006,singer,Georgia Gibbs,american,14,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
185,93,1913,natur caus ,December,2006,acrobat,Johnny Hutch,british,5,0,0,0,1,0,0,0,european,0,1,0,0,0,0,winter
186,91,1915,complic from heart attack ,December,2006,presid,Augusto Pinochet,chilean,154,0,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
187,116,1890,natur caus ,December,2006,oldest,Elizabeth Bolden,american,2,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
188,71,1935,multipl myeloma ,December,2006,actor,Peter Boyle,american,26,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
189,89,1917,complic from heart failur ,December,2006,governor,Raymond P. Shafer,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
190,45,1961,heart attack ,December,2006,author,Richard Carlson,american,7,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
191,57,1949,throat cancer ,December,2006,actor,Michael Jonas Evans,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
192,84,1922,lung diseas ,December,2006,politician,John Hamilton,british,11,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
193,63,1943,cancer ,December,2006,journalist,Frank Johnson,british,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
194,67,1939,car accid ,December,2006,formula,Clay Regazzoni,swiss,18,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
195,86,1920,natur caus ,December,2006,young,Mary Stolz,american,3,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
196,71,1935,cancer ,December,2006,basebal,Larry Sherry,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
197,74,1932,myelodysplast syndrom ,December,2006,comedian,Yukio Aoshima,japanes,6,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,winter
198,87,1919,pneumonia ,December,2006,biochemist,Elkan Blout,american,2,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
199,77,1929,kidney failur associ with colon cancer ,December,2006,dog,Anne Rogers Clark,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
